MultiAgentWaterWorld: 2022-02-18 20:14:04,041 [INFO] EvoJAX MultiAgentWaterWorld
MultiAgentWaterWorld: 2022-02-18 20:14:04,041 [INFO] ==============================
MultiAgentWaterWorld: 2022-02-18 20:14:18,123 [INFO] Start to train for 2000 iterations.
MultiAgentWaterWorld: 2022-02-18 20:29:48,488 [INFO] Iter=1630, size=16, max=2.1406, avg=1.3906, min=0.9688, std=0.2973
MultiAgentWaterWorld: 2022-02-18 20:29:53,564 [INFO] Iter=1640, size=16, max=2.0469, avg=1.3906, min=0.9219, std=0.2950
MultiAgentWaterWorld: 2022-02-18 20:29:58,641 [INFO] Iter=1650, size=16, max=1.5156, avg=1.2041, min=0.9062, std=0.1894
MultiAgentWaterWorld: 2022-02-18 20:30:03,717 [INFO] Iter=1660, size=16, max=2.2188, avg=1.3340, min=0.5469, std=0.3862
MultiAgentWaterWorld: 2022-02-18 20:30:08,801 [INFO] Iter=1670, size=16, max=1.6719, avg=1.2402, min=0.8281, std=0.1946
MultiAgentWaterWorld: 2022-02-18 20:30:13,869 [INFO] Iter=1680, size=16, max=1.8906, avg=1.4141, min=1.0156, std=0.2346
MultiAgentWaterWorld: 2022-02-18 20:30:18,954 [INFO] Iter=1690, size=16, max=1.9688, avg=1.3906, min=0.7969, std=0.3548
MultiAgentWaterWorld: 2022-02-18 20:30:24,058 [INFO] Iter=1700, size=16, max=1.6562, avg=1.2500, min=0.7031, std=0.2933
MultiAgentWaterWorld: 2022-02-18 20:30:24,652 [INFO] [TEST] Iter=1700, #tests=100, max=2.4375 avg=1.3131, min=0.1875, std=0.4622
MultiAgentWaterWorld: 2022-02-18 20:30:29,719 [INFO] Iter=1710, size=16, max=1.5625, avg=1.2979, min=0.9844, std=0.1725
MultiAgentWaterWorld: 2022-02-18 20:30:34,806 [INFO] Iter=1720, size=16, max=1.6250, avg=1.2949, min=0.8438, std=0.2272
MultiAgentWaterWorld: 2022-02-18 20:30:39,894 [INFO] Iter=1730, size=16, max=1.9375, avg=1.2949, min=0.8594, std=0.2854
MultiAgentWaterWorld: 2022-02-18 20:30:44,967 [INFO] Iter=1740, size=16, max=1.6250, avg=1.2578, min=0.5156, std=0.2957
MultiAgentWaterWorld: 2022-02-18 20:30:50,044 [INFO] Iter=1750, size=16, max=2.1250, avg=1.4805, min=1.2812, std=0.2041
MultiAgentWaterWorld: 2022-02-18 20:30:55,117 [INFO] Iter=1760, size=16, max=1.8125, avg=1.3633, min=0.8281, std=0.3049
MultiAgentWaterWorld: 2022-02-18 20:31:00,201 [INFO] Iter=1770, size=16, max=1.7344, avg=1.1963, min=0.7031, std=0.3193
MultiAgentWaterWorld: 2022-02-18 20:31:05,302 [INFO] Iter=1780, size=16, max=1.6562, avg=1.3936, min=0.9375, std=0.1966
MultiAgentWaterWorld: 2022-02-18 20:31:10,384 [INFO] Iter=1790, size=16, max=1.9688, avg=1.4004, min=0.7969, std=0.2993
MultiAgentWaterWorld: 2022-02-18 20:31:15,440 [INFO] Iter=1800, size=16, max=1.7656, avg=1.2861, min=0.5781, std=0.3003
MultiAgentWaterWorld: 2022-02-18 20:31:16,034 [INFO] [TEST] Iter=1800, #tests=100, max=2.4375 avg=1.2456, min=-0.4375, std=0.5461
MultiAgentWaterWorld: 2022-02-18 20:31:21,130 [INFO] Iter=1810, size=16, max=1.6875, avg=1.3174, min=1.0312, std=0.1658
MultiAgentWaterWorld: 2022-02-18 20:31:26,212 [INFO] Iter=1820, size=16, max=1.6406, avg=1.2402, min=0.8594, std=0.2018
MultiAgentWaterWorld: 2022-02-18 20:31:31,296 [INFO] Iter=1830, size=16, max=1.7031, avg=1.2148, min=0.9219, std=0.1977
MultiAgentWaterWorld: 2022-02-18 20:31:36,361 [INFO] Iter=1840, size=16, max=1.6875, avg=1.2959, min=0.8594, std=0.2722
MultiAgentWaterWorld: 2022-02-18 20:31:41,437 [INFO] Iter=1850, size=16, max=1.7969, avg=1.3252, min=0.9375, std=0.2643
MultiAgentWaterWorld: 2022-02-18 20:31:46,521 [INFO] Iter=1860, size=16, max=1.5781, avg=1.3018, min=0.9531, std=0.2053
MultiAgentWaterWorld: 2022-02-18 20:31:51,605 [INFO] Iter=1870, size=16, max=1.8125, avg=1.2451, min=0.4688, std=0.3279
MultiAgentWaterWorld: 2022-02-18 20:31:56,679 [INFO] Iter=1880, size=16, max=1.8438, avg=1.3164, min=0.4844, std=0.3568
MultiAgentWaterWorld: 2022-02-18 20:32:01,762 [INFO] Iter=1890, size=16, max=1.8281, avg=1.2715, min=0.5625, std=0.2972
MultiAgentWaterWorld: 2022-02-18 20:32:06,827 [INFO] Iter=1900, size=16, max=2.0000, avg=1.3877, min=0.8438, std=0.3408
MultiAgentWaterWorld: 2022-02-18 20:32:07,421 [INFO] [TEST] Iter=1900, #tests=100, max=2.6250 avg=1.3012, min=0.0625, std=0.5058
MultiAgentWaterWorld: 2022-02-18 20:32:12,508 [INFO] Iter=1910, size=16, max=1.8906, avg=1.2734, min=0.7188, std=0.3407
MultiAgentWaterWorld: 2022-02-18 20:32:17,602 [INFO] Iter=1920, size=16, max=1.7500, avg=1.3818, min=0.8281, std=0.2822
MultiAgentWaterWorld: 2022-02-18 20:32:22,705 [INFO] Iter=1930, size=16, max=1.8281, avg=1.2305, min=0.7344, std=0.2683
MultiAgentWaterWorld: 2022-02-18 20:32:27,795 [INFO] Iter=1940, size=16, max=1.5938, avg=1.2520, min=0.7500, std=0.2182
MultiAgentWaterWorld: 2022-02-18 20:32:32,851 [INFO] Iter=1950, size=16, max=1.7500, avg=1.1670, min=0.5938, std=0.3128
MultiAgentWaterWorld: 2022-02-18 20:32:37,918 [INFO] Iter=1960, size=16, max=2.1406, avg=1.3320, min=0.8906, std=0.2873
MultiAgentWaterWorld: 2022-02-18 20:32:43,010 [INFO] Iter=1970, size=16, max=1.7656, avg=1.2666, min=0.8281, std=0.2545
MultiAgentWaterWorld: 2022-02-18 20:32:48,102 [INFO] Iter=1980, size=16, max=1.7500, avg=1.3057, min=0.7812, std=0.2493
MultiAgentWaterWorld: 2022-02-18 20:32:53,185 [INFO] Iter=1990, size=16, max=1.7812, avg=1.2461, min=0.7656, std=0.2726
MultiAgentWaterWorld: 2022-02-18 20:32:58,360 [INFO] [TEST] Iter=2000, #tests=100, max=2.5625, avg=1.2812, min=0.0000, std=0.5633
MultiAgentWaterWorld: 2022-02-18 20:32:58,364 [INFO] Training done, best_score=1.4831
MultiAgentWaterWorld: 2022-02-18 20:32:58,368 [INFO] Loaded model parameters from ./log/ARS/water_world_ma.
MultiAgentWaterWorld: 2022-02-18 20:32:58,368 [INFO] Start to test the parameters.
MultiAgentWaterWorld: 2022-02-18 20:32:58,959 [INFO] [TEST] #tests=100, max=2.7500, avg=1.4944, min=0.3750, std=0.5225
